,article_name,country,region,article_quality,revision_id,population
4321,Ahmad Toyserkani Ravari,Iran,SOUTH ASIA,Start,1108429142,88.6
4322,Ali Asghar Yousefnejad,Iran,SOUTH ASIA,Stub,1103536671,88.6
4323,Moussa Zargar,Iran,SOUTH ASIA,Stub,1102540197,88.6
4324,Abd al-Aziz al-Badri,Iraq,WESTERN ASIA,Start,1112796288,44.5
4325,Abd al-Ilah,Iraq,WESTERN ASIA,Stub,527036196,44.5
4326,Abd-Allah ibn Aamir Hadhrami,Iraq,WESTERN ASIA,Stub,1045073284,44.5
4327,Suhaylah Abd-Jaafar,Iraq,WESTERN ASIA,Start,1099446036,44.5
4328,Abdulsalam Abdullah,Iraq,WESTERN ASIA,Stub,918303384,44.5
4329,Mazin Abu Kalal,Iraq,WESTERN ASIA,Stub,1097880283,44.5
4330,Akeel Al Saffar,Iraq,WESTERN ASIA,Stub,1033783481,44.5
4331,Widad Akrawi,Iraq,WESTERN ASIA,B,1113547899,44.5
4332,Ali Salih al-Sa'di,Iraq,WESTERN ASIA,GA,1086637492,44.5
4333,Mouin AlKazmi,Iraq,WESTERN ASIA,Stub,1105848691,44.5
4334,Zekra Alwach,Iraq,WESTERN ASIA,Start,1059798654,44.5
4335,Amin Farhan Jejo,Iraq,WESTERN ASIA,Stub,1096991868,44.5
4336,Najiha Al-Amiri,Iraq,WESTERN ASIA,Start,1052524548,44.5
4337,Dia al-Asadi,Iraq,WESTERN ASIA,Start,1037622892,44.5
4338,Iman al-Asadi,Iraq,WESTERN ASIA,Stub,1059798652,44.5
4339,Adnan al-Assadi,Iraq,WESTERN ASIA,Start,1108429286,44.5
4340,Atwan Al Atwani,Iraq,WESTERN ASIA,Stub,1028603833,44.5
4341,Abu Bakr al-Baghdadi,Iraq,WESTERN ASIA,GA,1115245904,44.5
4342,Mohammad Bahr al-Uloom,Iraq,WESTERN ASIA,C,1078921590,44.5
4343,Luis Caro Bandar,Iraq,WESTERN ASIA,Stub,1033782785,44.5
4344,Ahmed al-Barak,Iraq,WESTERN ASIA,Stub,885118117,44.5
4345,Masrour Barzani,Iraq,WESTERN ASIA,C,1114030503,44.5
4346,Kamil Chadirji,Iraq,WESTERN ASIA,C,1077258966,44.5
4347,Sondul Chapouk,Iraq,WESTERN ASIA,Stub,1059798639,44.5
4348,Vian Dakhil,Iraq,WESTERN ASIA,C,1104971001,44.5
4349,Asma al-Dulaimi,Iraq,WESTERN ASIA,Stub,1059798640,44.5
4350,Asaad Al Eidani,Iraq,WESTERN ASIA,Stub,1054925995,44.5
4351,Qasim Al-Fahadawi,Iraq,WESTERN ASIA,C,1033783787,44.5
4352,Faisal I of Iraq,Iraq,WESTERN ASIA,C,1114418935,44.5
4353,Fakhri al-Tabaqchali,Iraq,WESTERN ASIA,Stub,1101817736,44.5
4354,Vala Fareed,Iraq,WESTERN ASIA,Start,1057082415,44.5
4355,Hanan Saeed Mohsen al-Fatlawi,Iraq,WESTERN ASIA,Start,1106092543,44.5
4356,Rewaz Fayeq,Iraq,WESTERN ASIA,Start,1108335663,44.5
4357,Falih Al-Fayyadh,Iraq,WESTERN ASIA,Start,1106886667,44.5
4358,Rend al-Rahim Francke,Iraq,WESTERN ASIA,C,1052524570,44.5
4359,Juwan Fuad Masum,Iraq,WESTERN ASIA,Stub,1052524574,44.5
4360,Mohammed Al-Ghabban,Iraq,WESTERN ASIA,C,1105766539,44.5
4361,Saadoun Ghaidan,Iraq,WESTERN ASIA,Start,1051633765,44.5
4362,Mohammed Hadid,Iraq,WESTERN ASIA,C,1114418907,44.5
4363,Rustam Haidar,Iraq,WESTERN ASIA,Stub,1070094230,44.5
4364,Zakia Hakki,Iraq,WESTERN ASIA,C,1111169476,44.5
4365,Mohamed Al-Halbousi,Iraq,WESTERN ASIA,Start,1112844569,44.5
4366,Ahmad Hardi,Iraq,WESTERN ASIA,Start,1051383470,44.5
4367,Khairuddin Haseeb,Iraq,WESTERN ASIA,Stub,1098806449,44.5
4368,Maysoon al-Hashemi,Iraq,WESTERN ASIA,Stub,1110842025,44.5
4369,Aqila al-Hashimi,Iraq,WESTERN ASIA,Start,1090557040,44.5
4370,Azhar Abd Al Majeed Husain,Iraq,WESTERN ASIA,Stub,1059798642,44.5
4371,Abd al-Tawab Mullah Huwaysh,Iraq,WESTERN ASIA,Stub,1065784220,44.5
4372,Mohammad Iqbal Omar,Iraq,WESTERN ASIA,Start,1070088388,44.5
4373,Jaafar al-Sadr,Iraq,WESTERN ASIA,C,1108536390,44.5
4374,Salim al-Jabouri,Iraq,WESTERN ASIA,Start,1024949258,44.5
4375,Dhia Jafar,Iraq,WESTERN ASIA,C,1089478407,44.5
4376,Iyad Jamal Al-Din,Iraq,WESTERN ASIA,Start,1050345518,44.5
4377,Jamal Baban,Iraq,WESTERN ASIA,Start,1099444491,44.5
4378,Jamil Abdul Wahab,Iraq,WESTERN ASIA,Start,1100882600,44.5
4379,Abdullah Hussein Jebara,Iraq,WESTERN ASIA,C,1080205483,44.5
4380,Ahmed Abdullah al-Jubouri,Iraq,WESTERN ASIA,Start,1106334225,44.5
4381,Muhammed Ibrahim al-Juraissey,Iraq,WESTERN ASIA,Stub,931452659,44.5
4382,Yousef al-Kalabi,Iraq,WESTERN ASIA,Start,1074202236,44.5
4383,Ghaida Kambash,Iraq,WESTERN ASIA,Stub,1108884117,44.5
4384,Duraid Kashmoula,Iraq,WESTERN ASIA,Stub,993993692,44.5
4385,Osama Youssef Kashmoula,Iraq,WESTERN ASIA,Stub,1096316560,44.5
4386,Lamiya Abed Khadawi,Iraq,WESTERN ASIA,Stub,1090556584,44.5
4387,Khairi Al-Hindawi,Iraq,WESTERN ASIA,C,1088323796,44.5
4388,Salama al-Khufaji,Iraq,WESTERN ASIA,Stub,1112097100,44.5
4389,Raja Habib al-Khuzaai,Iraq,WESTERN ASIA,Stub,1059798646,44.5
4390,Hamid Rashid Ma`ala,Iraq,WESTERN ASIA,Stub,1098592127,44.5
4391,Abbas Mahdi,Iraq,WESTERN ASIA,Stub,1033783405,44.5
4392,Aisha Ghazal Mahdi,Iraq,WESTERN ASIA,Stub,1112989971,44.5
4393,Huda Sajjad Mahmoud Shaker,Iraq,WESTERN ASIA,Stub,1089249414,44.5
4394,Mohammed Haji Mahmoud,Iraq,WESTERN ASIA,Start,1030279163,44.5
4395,George Mansour,Iraq,WESTERN ASIA,Stub,1042992539,44.5
4396,Tayseer al-Mashhadani,Iraq,WESTERN ASIA,Stub,1089275720,44.5
4397,Fuad Masum,Iraq,WESTERN ASIA,C,1104749153,44.5
4398,Muhammad Jamil Al-Mayahi,Iraq,WESTERN ASIA,Stub,994019770,44.5
4399,Wijdan Michael,Iraq,WESTERN ASIA,Stub,1089276041,44.5
4400,Siham Mousa Hamoud Jabr Al Moussawi,Iraq,WESTERN ASIA,Stub,1089249339,44.5
4401,Muhammed Ali Mahmud,Iraq,WESTERN ASIA,Start,1059539650,44.5
4402,Mawlud Mukhlis,Iraq,WESTERN ASIA,Start,1091139346,44.5
4403,Mishkat al-Mumin,Iraq,WESTERN ASIA,Start,1099447794,44.5
4404,Tariq Najm,Iraq,WESTERN ASIA,Start,1102749100,44.5
4405,Majid al-Nasrawi,Iraq,WESTERN ASIA,Stub,1085126794,44.5
4406,Yahia Nasseri,Iraq,WESTERN ASIA,Stub,1107365337,44.5
4407,Atheel al-Nujaifi,Iraq,WESTERN ASIA,Stub,1093222115,44.5
4408,Saleh al-Ogaili,Iraq,WESTERN ASIA,Stub,995654848,44.5
4409,Ali al-Qaradaghi,Iraq,WESTERN ASIA,Start,1112620841,44.5
4410,Suhaib al-Rawi,Iraq,WESTERN ASIA,Start,1033783078,44.5
4411,Ahmed Abu Risha,Iraq,WESTERN ASIA,GA,1115071112,44.5
4412,Mowaffak al-Rubaie,Iraq,WESTERN ASIA,Start,1110391679,44.5
4413,Maruf al Rusafi,Iraq,WESTERN ASIA,GA,1090870936,44.5
4414,Shatha Mousa Sadiq,Iraq,WESTERN ASIA,Stub,1089280360,44.5
4415,Alaa al-Sadoun,Iraq,WESTERN ASIA,Stub,1089280397,44.5
4416,Tahseen Said,Iraq,WESTERN ASIA,Start,1095878598,44.5
4417,Numan al-Samarrai,Iraq,WESTERN ASIA,Stub,1098805033,44.5
4418,Sargon Lazar Slewa,Iraq,WESTERN ASIA,Stub,1110607225,44.5
4419,Sawsan Ali Sharifi,Iraq,WESTERN ASIA,Start,1052524559,44.5
4420,Ahmed Shibani,Iraq,WESTERN ASIA,Stub,1108584984,44.5
4421,Safia Taleb Ali al-Suhail,Iraq,WESTERN ASIA,B,1110638559,44.5
4422,Hussein al-Tahan,Iraq,WESTERN ASIA,Stub,1115286059,44.5
4423,Asaad Abu Gilel al-Taie,Iraq,WESTERN ASIA,Stub,1079746198,44.5
4424,Ala Talabani,Iraq,WESTERN ASIA,Start,1058589648,44.5
4425,Talib al-Naqib,Iraq,WESTERN ASIA,GA,1026828167,44.5
4426,Ali Al Tamimi,Iraq,WESTERN ASIA,Stub,1112405155,44.5
4427,Hani Abd Latif Tilfah,Iraq,WESTERN ASIA,Stub,1064381556,44.5
4428,Toma Tomas,Iraq,WESTERN ASIA,Start,1105799958,44.5
4429,Aqil Al-Turaihi,Iraq,WESTERN ASIA,Stub,1033782881,44.5
4430,Ahmed Uthman,Iraq,WESTERN ASIA,C,925817031,44.5
4431,Pascal Esho Warda,Iraq,WESTERN ASIA,Start,1112315090,44.5
4432,Ahmad Muhammad Yahya,Iraq,WESTERN ASIA,Start,1113423783,44.5
4433,Nabeel Yasin,Iraq,WESTERN ASIA,Start,1110330724,44.5
4434,Aziz Al-Yasiri,Iraq,WESTERN ASIA,Start,1108536327,44.5
4435,Tawfiq al-Yasiri,Iraq,WESTERN ASIA,Stub,1106529342,44.5
4436,Luay al-Yassiry,Iraq,WESTERN ASIA,Stub,1107451092,44.5
4437,Saleh Yousefi,Iraq,WESTERN ASIA,Start,1085144493,44.5
4438,Awni Yusuf,Iraq,WESTERN ASIA,Stub,1033783751,44.5
4439,Yusuf Salman Yusuf,Iraq,WESTERN ASIA,C,1071717292,44.5
4440,Lara Zara,Iraq,WESTERN ASIA,Start,1054088472,44.5
4441,Falah Hassan al-Zidan,Iraq,WESTERN ASIA,Start,1083020700,44.5
4442,Faleh al-Ziyadi,Iraq,WESTERN ASIA,Stub,1107471964,44.5
4443,Adnan al-Zurfi,Iraq,WESTERN ASIA,Stub,1081329892,44.5
4444,Ali al-Qaradaghi,Qatar,WESTERN ASIA,Start,1112620841,2.7
4445,Abdulla bin Abdulaziz bin Turki Al Subaie,Qatar,WESTERN ASIA,Stub,1112863618,2.7
4446,Ahmad bin Eid al-Thani,Qatar,WESTERN ASIA,Stub,918431879,2.7
4447,Ahmed bin Muhammed Al Thani,Qatar,WESTERN ASIA,C,1095368083,2.7
4448,Hamda bint Hassan Al Sulaiti,Qatar,WESTERN ASIA,Stub,1096912386,2.7
4449,Salah bin Ghanim Al Ali,Qatar,WESTERN ASIA,Start,1096892403,2.7
4450,Abdul Rahman bin Hamad Al Attiyah,Qatar,WESTERN ASIA,Start,1111178806,2.7
4451,Abdul Aziz Bin Khalid Al-Ghanim,Qatar,WESTERN ASIA,Stub,1102331990,2.7
4452,Khalid Al-Hail,Qatar,WESTERN ASIA,Start,1099820606,2.7
4453,Mohamed Bin Mubarak Al-Khulaifi,Qatar,WESTERN ASIA,Stub,894482142,2.7
4454,Mouza al-Malki,Qatar,WESTERN ASIA,Start,1110082330,2.7
4455,Nassir Abdulaziz Al-Nasser,Qatar,WESTERN ASIA,C,1102011906,2.7
4456,Abdulla bin Mohammed bin Saud Al Thani,Qatar,WESTERN ASIA,Start,1103645208,2.7
4457,Hamad bin Jabor bin Jassim Al Thani,Qatar,WESTERN ASIA,Start,950626816,2.7
4458,Khalifa bin Hamad bin Khalifa Al Thani,Qatar,WESTERN ASIA,C,1114795734,2.7
4459,Tamim bin Hamad Al Thani,Qatar,WESTERN ASIA,B,1115238869,2.7
4460,Avraham Agmon,Israel,WESTERN ASIA,Stub,1115522048,9.5
4461,Mehereta Baruch-Ron,Israel,WESTERN ASIA,Stub,1106009820,9.5
4462,Yehuda Gilad (politician),Israel,WESTERN ASIA,Start,1066851216,9.5
4463,Yosi Havilio,Israel,WESTERN ASIA,C,1110930423,9.5
4464,Uri Savir,Israel,WESTERN ASIA,C,1089536198,9.5
4465,Harold Egbert Allan,Jamaica,CARIBBEAN,Start,1079210336,2.8
4466,Robert Arcedekne,Jamaica,CARIBBEAN,Stub,1052669148,2.8
4467,Zachary Bayly (planter),Jamaica,CARIBBEAN,Start,1053473167,2.8
4468,Peter Beckford (junior),Jamaica,CARIBBEAN,Start,1091224039,2.8
4469,Barbara Blake Hannah,Jamaica,CARIBBEAN,C,1084162403,2.8
4470,Alexander Bravo,Jamaica,CARIBBEAN,Start,1105865551,2.8
4471,Sam Brown (Rastafari),Jamaica,CARIBBEAN,Start,1112174373,2.8
4472,Horace Dalley,Jamaica,CARIBBEAN,C,1095362193,2.8
4473,Edith Dalton-James,Jamaica,CARIBBEAN,Start,991304386,2.8
4474,Neville Eden Gallimore,Jamaica,CARIBBEAN,Start,1069334571,2.8
4475,Tony Hart (businessman),Jamaica,CARIBBEAN,C,1106255818,2.8
4476,Derrick Kellier,Jamaica,CARIBBEAN,C,1109832949,2.8
4477,Mary Morris Knibb,Jamaica,CARIBBEAN,C,1114355852,2.8
4478,Noël B. Livingston,Jamaica,CARIBBEAN,Start,1012563407,2.8
4479,Ivan Lloyd,Jamaica,CARIBBEAN,C,994807353,2.8
4480,Eli Matalon,Jamaica,CARIBBEAN,C,1101589173,2.8
4481,Ronald Thwaites,Jamaica,CARIBBEAN,Start,1109832936,2.8
4482,Felix Veitch,Jamaica,CARIBBEAN,Start,1069798878,2.8
4483,James Wright (Jamaican politician),Jamaica,CARIBBEAN,Start,1086365029,2.8
4484,Toshiyuki Adachi,Japan,EAST ASIA,Stub,1050088942,124.9
4485,Kōzō Akino,Japan,EAST ASIA,Start,1040291214,124.9
4486,Masayuki Aoyama,Japan,EAST ASIA,Start,1099244351,124.9
4487,Chiharu Araki,Japan,EAST ASIA,Stub,1053078679,124.9
4488,Kiichi Arita,Japan,EAST ASIA,Start,1083558058,124.9
4489,Bak Jungyang,Japan,EAST ASIA,C,1085228273,124.9
4490,Usaburō Chisaki III,Japan,EAST ASIA,Stub,1028983449,124.9
4491,Date Munenari,Japan,EAST ASIA,C,1099886739,124.9
4492,Naohiro Dōgakinai,Japan,EAST ASIA,Stub,999738906,124.9
4493,Fujiwara no Yoshikado,Japan,EAST ASIA,Start,1033834613,124.9
4494,Genrō,Japan,EAST ASIA,Start,1076522853,124.9
4495,Gōsei Yamamoto,Japan,EAST ASIA,Start,1090217306,124.9
4496,Hajime Seki,Japan,EAST ASIA,Start,1079992507,124.9
4497,Masakazu Hamachi,Japan,EAST ASIA,Stub,1091025081,124.9
4498,Satoshi Hamada,Japan,EAST ASIA,Start,1050778767,124.9
4499,Daijiro Hashimoto,Japan,EAST ASIA,Stub,994481372,124.9
4500,Hayami Seiji,Japan,EAST ASIA,Stub,1011801479,124.9
4501,Takanori Hayashi,Japan,EAST ASIA,Stub,1109024072,124.9
4502,Makoto Hirayama,Japan,EAST ASIA,Start,1113166536,124.9
4503,Seiichi Ikehata,Japan,EAST ASIA,Stub,1093729751,124.9
4504,Keiichi Inamine,Japan,EAST ASIA,Stub,1057660450,124.9
4505,Toshio Irie (bureaucrat),Japan,EAST ASIA,Stub,1064723701,124.9
4506,Daikichi Ishibashi,Japan,EAST ASIA,Stub,1107927971,124.9
4507,Kiyoharu Ishiwata,Japan,EAST ASIA,Stub,1062897620,124.9
4508,Iwakura Tomomi,Japan,EAST ASIA,C,1096769779,124.9
4509,Kabayama Aisuke,Japan,EAST ASIA,Start,1011888702,124.9
4510,Kamata Eikichi,Japan,EAST ASIA,C,1092447985,124.9
4511,Katsutoshi Kaneda,Japan,EAST ASIA,Stub,1084400077,124.9
4512,Shigeaki Kato (politician),Japan,EAST ASIA,Stub,1108901719,124.9
4513,Katsu Kaishū,Japan,EAST ASIA,C,1108535414,124.9
4514,Toshihiro Kennoki,Japan,EAST ASIA,Start,1029810827,124.9
4515,Kido Takayoshi,Japan,EAST ASIA,C,1106532973,124.9
4516,Kim Gap-sun,Japan,EAST ASIA,Stub,1062892786,124.9
4517,Tadashi Kodaira,Japan,EAST ASIA,Stub,1017031856,124.9
4518,Kōki Kobayashi,Japan,EAST ASIA,Stub,1067360267,124.9
4519,Komatsu Kiyokado,Japan,EAST ASIA,Start,1063039451,124.9
4520,Oguri Kozukenosuke,Japan,EAST ASIA,C,1019370370,124.9
4521,Kimiko Kurihara,Japan,EAST ASIA,Stub,1060551493,124.9
4522,Shinichiro Kurimoto,Japan,EAST ASIA,Start,1107874922,124.9
4523,Hiroshi Kuwashima,Japan,EAST ASIA,Stub,1100836822,124.9
4524,Lecca (singer),Japan,EAST ASIA,Stub,1102397992,124.9
4525,Kingo Machimura,Japan,EAST ASIA,Stub,948586402,124.9
4526,Maeda Gen'i,Japan,EAST ASIA,Start,1093575057,124.9
4527,Hiroshi Maruyama,Japan,EAST ASIA,Stub,1084425827,124.9
4528,Hodaka Maruyama,Japan,EAST ASIA,Start,1061077772,124.9
4529,Tatsuya Maruyama,Japan,EAST ASIA,Stub,1087725467,124.9
4530,Toshio Masuda (politician),Japan,EAST ASIA,Start,1098974502,124.9
4531,Matsudaira Norikata,Japan,EAST ASIA,Start,981793614,124.9
4532,Matsudaira Tarō,Japan,EAST ASIA,Stub,1106377935,124.9
4533,Matsudaira Yoshinaga,Japan,EAST ASIA,C,1096673042,124.9
4534,Meiji oligarchy,Japan,EAST ASIA,Start,1099756871,124.9
4535,Eikichi Minato,Japan,EAST ASIA,Stub,1052002468,124.9
4536,Mishima Michitsune,Japan,EAST ASIA,Start,1099573713,124.9
4537,Shinji Morimoto,Japan,EAST ASIA,Stub,1037558241,124.9
4538,Morito Tatsuo,Japan,EAST ASIA,Start,1055272103,124.9
4539,Murata Seifū,Japan,EAST ASIA,Stub,1064572560,124.9
4540,Hirokichi Nadao,Japan,EAST ASIA,C,1069453697,124.9
4541,Gen Nakagawa,Japan,EAST ASIA,Stub,1052002513,124.9
4542,Masakazu Nakai,Japan,EAST ASIA,Start,1086166238,124.9
4543,Hiroyuki Nakamura,Japan,EAST ASIA,Stub,1029652345,124.9
4544,Kenji Nakanishi,Japan,EAST ASIA,Start,1063063247,124.9
4545,Nezu Kaichirō,Japan,EAST ASIA,Start,1017188422,124.9
4546,Junji Nishime,Japan,EAST ASIA,Stub,947025485,124.9
4547,Nitobe Inazō,Japan,EAST ASIA,C,1109163231,124.9
4548,Taketora Ogata,Japan,EAST ASIA,Start,1083397179,124.9
4549,Haruo Okada,Japan,EAST ASIA,Stub,1005797681,124.9
4550,Ono no Imoko,Japan,EAST ASIA,Start,1088922717,124.9
4551,Ono no Minemori,Japan,EAST ASIA,Start,1088410401,124.9
4552,Kimi Onoda,Japan,EAST ASIA,C,1108677922,124.9
4553,Ōnogi Hidejirō,Japan,EAST ASIA,Start,1093732958,124.9
4554,Ikuo Oyama,Japan,EAST ASIA,Start,1105436436,124.9
4555,Tatsuo Ozawa,Japan,EAST ASIA,Stub,1062895509,124.9
4556,Shigeru Sahashi,Japan,EAST ASIA,Start,1055272454,124.9
4557,Saigō Takamori,Japan,EAST ASIA,C,1113244674,124.9
4558,Rie Saito,Japan,EAST ASIA,Start,1056939466,124.9
4559,Hiroichi Sakai,Japan,EAST ASIA,Stub,1098804825,124.9
4560,Michita Sakata,Japan,EAST ASIA,GA,1049680228,124.9
4561,Kazutoshi Sasayama,Japan,EAST ASIA,Stub,1055046235,124.9
4562,Kei Satō (politician),Japan,EAST ASIA,Start,1097758314,124.9
4563,Masataro Sawayanagi,Japan,EAST ASIA,Stub,1064572815,124.9
4564,Kōichi Shiota,Japan,EAST ASIA,Stub,1100377179,124.9
4565,Tetchō Suehiro,Japan,EAST ASIA,Start,1053391522,124.9
4566,Sugawara no Michizane,Japan,EAST ASIA,C,1091125400,124.9
4567,Sugawara no Kiyotomo,Japan,EAST ASIA,B,1084805870,124.9
4568,Sugawara no Koreyoshi,Japan,EAST ASIA,Start,1102550361,124.9
4569,Shinnen Tagaya,Japan,EAST ASIA,Stub,1014308875,124.9
4570,Sōichirō Takashima,Japan,EAST ASIA,Stub,1105522448,124.9
4571,Yoshikatsu Takeiri,Japan,EAST ASIA,GA,1051970749,124.9
4572,Shigeyo Takeuchi,Japan,EAST ASIA,Start,1115017633,124.9
4573,Nobuhiro Tanabe,Japan,EAST ASIA,Stub,1052003011,124.9
4574,Tsunetoshi Tanaka,Japan,EAST ASIA,Stub,1020304143,124.9
4575,Tatsuo Takahashi,Japan,EAST ASIA,Stub,1017933121,124.9
4576,Tokudaiji Sanetsune,Japan,EAST ASIA,Start,1097711312,124.9
4577,Yoshihiro Tokugawa,Japan,EAST ASIA,Stub,1063043919,124.9
4578,Torii Tadafumi,Japan,EAST ASIA,Stub,994235877,124.9
4579,Toshibumi Tanaka,Japan,EAST ASIA,Stub,979762920,124.9
4580,Tōyama Mitsuru,Japan,EAST ASIA,C,1011018015,124.9
4581,Sayuri Uenishi,Japan,EAST ASIA,Start,1094993201,124.9
4582,Kōzō Watanabe (Liberal Democratic Party politician),Japan,EAST ASIA,Stub,999742202,124.9
4583,Shōichi Watanabe (politician),Japan,EAST ASIA,Stub,1089942573,124.9
4584,Tadao Watanabe,Japan,EAST ASIA,Start,1034734607,124.9
4585,Yamamoto Senji,Japan,EAST ASIA,Stub,1112152516,124.9
4586,Yamao Yōzō,Japan,EAST ASIA,Start,1111398025,124.9
4587,Katsumi Yamauchi,Japan,EAST ASIA,Stub,1052003178,124.9
4588,Yamazaki Tsutomu (politician),Japan,EAST ASIA,Stub,1100514687,124.9
4589,Setsuo Yokomichi,Japan,EAST ASIA,Stub,1081500250,124.9
4590,Yoshida Shōin,Japan,EAST ASIA,C,1112796620,124.9
4591,Hirofumi Yoshimura,Japan,EAST ASIA,C,1096089020,124.9
4592,Tawfik Abu Al-Huda,Jordan,WESTERN ASIA,Start,1090014598,11.2
4593,Abu Sayyaf (Jordan),Jordan,WESTERN ASIA,Start,915926912,11.2
4594,Raed Abu Soud,Jordan,WESTERN ASIA,Start,1059545426,11.2
4595,Ahmad Hanandeh,Jordan,WESTERN ASIA,Stub,1112865818,11.2
4596,Musa Habes Almaaytah,Jordan,WESTERN ASIA,C,1021364677,11.2
4597,Abdul-Latif Arabiyat,Jordan,WESTERN ASIA,Stub,1108676242,11.2
4598,Hayel Daoud,Jordan,WESTERN ASIA,Stub,995292022,11.2
4599,Firas Al-Hawari,Jordan,WESTERN ASIA,Stub,1112864415,11.2
4600,Haifa Najjar,Jordan,WESTERN ASIA,Stub,1112863302,11.2
4601,Jumah Hammad,Jordan,WESTERN ASIA,C,1109066062,11.2
4602,Mahmoud Hanandeh,Jordan,WESTERN ASIA,Stub,1104352074,11.2
4603,Ibrahim Jazi,Jordan,WESTERN ASIA,Stub,1112864912,11.2
4604,Jamal Muhammad Abidat,Jordan,WESTERN ASIA,Stub,1065825467,11.2
4605,Fakhri Kawar,Jordan,WESTERN ASIA,Start,1072944828,11.2
4606,Awn Al-Khasawneh,Jordan,WESTERN ASIA,C,1081795927,11.2
4607,Bisher Al-Khasawneh,Jordan,WESTERN ASIA,C,1112804963,11.2
4608,Rashed Al-Khuzai,Jordan,WESTERN ASIA,B,1114418968,11.2
4609,Samih al-Maaytah,Jordan,WESTERN ASIA,Stub,1095322195,11.2
4610,Kamel Mahadin,Jordan,WESTERN ASIA,C,1104331361,11.2
4611,Ahmad Masa'deh,Jordan,WESTERN ASIA,Stub,1049251051,11.2
4612,Mazin Abdellah Hilal Al Farrayeh,Jordan,WESTERN ASIA,Stub,1112864717,11.2
4613,Mohammad Salameh Al Nabulsi,Jordan,WESTERN ASIA,Stub,1111980637,11.2
4614,Samir Murad,Jordan,WESTERN ASIA,Start,1061306891,11.2
4615,Nayef Steitieh,Jordan,WESTERN ASIA,Stub,1112864606,11.2
4616,Samir Rifai,Jordan,WESTERN ASIA,C,1090813858,11.2
4617,Sharaf bin Rajeh,Jordan,WESTERN ASIA,Start,1114705527,11.2
4618,Laith Shubeilat,Jordan,WESTERN ASIA,Stub,1017482477,11.2
4619,Muhammad Suheimat,Jordan,WESTERN ASIA,Start,1043197188,11.2
4620,Alia Abu Tayeh,Jordan,WESTERN ASIA,Start,1112274605,11.2
4621,Wajih Azaizeh,Jordan,WESTERN ASIA,Stub,1112864515,11.2
4622,Zaid ibn Shaker,Jordan,WESTERN ASIA,GA,1111567338,11.2
4623,Zaid Kilani,Jordan,WESTERN ASIA,Stub,1108537941,11.2
4624,Mohammed Awad al-Zayyud,Jordan,WESTERN ASIA,Stub,1113279955,11.2
4625,Dauren Abaev,Kazakhstan,CENTRAL ASIA,Start,1085073426,19.2
4626,Baurzhan Abdishev,Kazakhstan,CENTRAL ASIA,Start,1081916914,19.2
4627,Jambyl Ahmetbekov,Kazakhstan,CENTRAL ASIA,C,1098107096,19.2
4628,Nurlan Aldabergenov,Kazakhstan,CENTRAL ASIA,Start,1031518609,19.2
4629,Musabek Alimbekov,Kazakhstan,CENTRAL ASIA,Stub,1067678928,19.2
4630,Ashat Oralov,Kazakhstan,CENTRAL ASIA,C,1113615817,19.2
4631,Yerzhan Ashikbayev,Kazakhstan,CENTRAL ASIA,Stub,1110976186,19.2
4632,Aron Atabek,Kazakhstan,CENTRAL ASIA,GA,1101199804,19.2
4633,Kenes Aukhadiev,Kazakhstan,CENTRAL ASIA,Stub,1089057874,19.2
4634,Ermurat Bapi,Kazakhstan,CENTRAL ASIA,C,1091538852,19.2
4635,Marat Beketaev,Kazakhstan,CENTRAL ASIA,Start,1065202715,19.2
4636,Bektas Beknazarov,Kazakhstan,CENTRAL ASIA,Stub,1067021204,19.2
4637,Shamsha Berkimbayeva,Kazakhstan,CENTRAL ASIA,Stub,1096340873,19.2
4638,Serıkqali Brekeşev,Kazakhstan,CENTRAL ASIA,Start,1067683819,19.2
4639,Torokul Dzhanuzakov,Kazakhstan,CENTRAL ASIA,C,1092752457,19.2
4640,Mels Eleusizov,Kazakhstan,CENTRAL ASIA,Start,1067677703,19.2
4641,Nygmetjan Esengarin,Kazakhstan,CENTRAL ASIA,Start,1106822323,19.2
4642,Jağda Babylyqūly,Kazakhstan,CENTRAL ASIA,Start,1067021125,19.2
4643,Rauan Kenzhekhanuly,Kazakhstan,CENTRAL ASIA,Start,1093281352,19.2
4644,Oralbeg Abdu Kerimovic,Kazakhstan,CENTRAL ASIA,Stub,1067021356,19.2
4645,Altai Kölgınov,Kazakhstan,CENTRAL ASIA,Start,1110702140,19.2
4646,Azat Köşekov,Kazakhstan,CENTRAL ASIA,Stub,1079866227,19.2
4647,Vladimir Kozlov (politician),Kazakhstan,CENTRAL ASIA,C,1077708496,19.2
4648,Krymbek Kusherbayev,Kazakhstan,CENTRAL ASIA,GA,1106823462,19.2
4649,Vitaly Mette,Kazakhstan,CENTRAL ASIA,Start,1106822347,19.2
4650,Rashid Nugmanov,Kazakhstan,CENTRAL ASIA,Start,1094412444,19.2
4651,Nygmet Nurmakov,Kazakhstan,CENTRAL ASIA,Stub,1098010131,19.2
4652,Birjan Nurymbetov,Kazakhstan,CENTRAL ASIA,Start,1049320593,19.2
4653,Azat Peruashev,Kazakhstan,CENTRAL ASIA,Start,1112327742,19.2
4654,Ashat Raqymjanov,Kazakhstan,CENTRAL ASIA,Stub,1067661973,19.2
4655,Turar Ryskulov,Kazakhstan,CENTRAL ASIA,Start,1115089541,19.2
