,article_name,country,region,article_quality,revision_id,population
3995,Venkatreddy Mudnal,India,SOUTH ASIA,Start,1096051788,1417.2
3996,Mukunda Behari Mullick,India,SOUTH ASIA,Start,1112199012,1417.2
3997,Durga Murmu,India,SOUTH ASIA,Stub,1096045507,1417.2
3998,L. Murugan,India,SOUTH ASIA,C,1115206055,1417.2
3999,Ezhilan Naganathan,India,SOUTH ASIA,C,1100361526,1417.2
4000,H. Nagesh,India,SOUTH ASIA,Stub,1091434535,1417.2
4001,Jamyang Tsering Namgyal,India,SOUTH ASIA,C,1113284239,1417.2
4002,Anant Namjoshi,India,SOUTH ASIA,Stub,1111277210,1417.2
4003,Kanakeswar Narzary,India,SOUTH ASIA,Start,1031832895,1417.2
4004,Hanumant Nirani,India,SOUTH ASIA,Stub,1111298518,1417.2
4005,P Namgyal,India,SOUTH ASIA,Stub,1111433530,1417.2
4006,Gopichand Padalkar,India,SOUTH ASIA,Start,1107695229,1417.2
4007,Ajit Singh Pal,India,SOUTH ASIA,Stub,1096043966,1417.2
4008,Kuka Parray,India,SOUTH ASIA,Stub,1114179474,1417.2
4009,Jai Prakash Bhai Patel,India,SOUTH ASIA,Stub,1076893724,1417.2
4010,Kanubhai Patel,India,SOUTH ASIA,Stub,1111011782,1417.2
4011,B. G. Kolse Patil,India,SOUTH ASIA,C,1085121062,1417.2
4012,Sangita Patil,India,SOUTH ASIA,Stub,1096050347,1417.2
4013,T. P. Peethambaran,India,SOUTH ASIA,Stub,1076354773,1417.2
4014,P. S. Nataraja Pillai,India,SOUTH ASIA,C,1111423785,1417.2
4015,Varthur Prakash,India,SOUTH ASIA,Stub,1101105445,1417.2
4016,Ragya Naik,India,SOUTH ASIA,Stub,1079394340,1417.2
4017,Ziaur Rahman Barq,India,SOUTH ASIA,Start,1112539146,1417.2
4018,Malyala Rajaiah,India,SOUTH ASIA,Start,1111451139,1417.2
4019,Rajendra Singh Bidhuri,India,SOUTH ASIA,Stub,1111277487,1417.2
4020,Lalit Chandra Rajkhowa,India,SOUTH ASIA,Stub,1096047043,1417.2
4021,Ram Narayan Chaudhary,India,SOUTH ASIA,C,1108696697,1417.2
4022,Munshi Rampal,India,SOUTH ASIA,Stub,1068569015,1417.2
4023,Suresh Rana,India,SOUTH ASIA,Start,1113426744,1417.2
4024,Ranbir Singh Latayan,India,SOUTH ASIA,Start,1099852693,1417.2
4025,N. V. Rama Rao,India,SOUTH ASIA,Stub,1066640027,1417.2
4026,Huzaifa Aamir Rashadi,India,SOUTH ASIA,Start,1109206319,1417.2
4027,Prithiraj Rava,India,SOUTH ASIA,Stub,1097050760,1417.2
4028,Vemula Prashanth Reddy,India,SOUTH ASIA,Stub,1110579913,1417.2
4029,Renuka Das Bhalerao,India,SOUTH ASIA,GA,1113145769,1417.2
4030,Hemang Raval,India,SOUTH ASIA,Stub,1081727123,1417.2
4031,Roque Santana Fernandes,India,SOUTH ASIA,C,1114953891,1417.2
4032,Rahul Roy (politician),India,SOUTH ASIA,Stub,1113417801,1417.2
4033,Rekha Roy,India,SOUTH ASIA,Stub,1098477968,1417.2
4034,Safiullah Khan Tanoli,India,SOUTH ASIA,Start,1095006213,1417.2
4035,Hemnarayan Sah,India,SOUTH ASIA,Stub,1050823128,1417.2
4036,Namita Saha,India,SOUTH ASIA,Stub,1098477936,1417.2
4037,Nilabati Saha,India,SOUTH ASIA,Stub,1105759622,1417.2
4038,Kanwar Sandhu,India,SOUTH ASIA,Start,1112289887,1417.2
4039,Sangat Singh Gilzian,India,SOUTH ASIA,Stub,1055486660,1417.2
4040,Hari Ram Sardar,India,SOUTH ASIA,Stub,1095563242,1417.2
4041,Sanjib Sardar,India,SOUTH ASIA,Stub,1096050420,1417.2
4042,Sarju Prasad Misra,India,SOUTH ASIA,Stub,1066639791,1417.2
4043,Chandana Sarkar,India,SOUTH ASIA,Stub,1098477949,1417.2
4044,C. H. Sekar,India,SOUTH ASIA,Stub,1099356098,1417.2
4045,G. Sendhil Kumar,India,SOUTH ASIA,Stub,1100554178,1417.2
4046,Seth Kishan Dass,India,SOUTH ASIA,Start,1087514391,1417.2
4047,Nirav Shah (politician),India,SOUTH ASIA,Start,1057444473,1417.2
4048,Gyanesh Sharma,India,SOUTH ASIA,Stub,1105059420,1417.2
4049,Radha Mohan Sharma,India,SOUTH ASIA,Start,1096049383,1417.2
4050,Gopal Singh Shekhawat,India,SOUTH ASIA,Start,1094776954,1417.2
4051,Sunil Shelke,India,SOUTH ASIA,Stub,1111298854,1417.2
4052,Tukaram Shrangare,India,SOUTH ASIA,C,1076973094,1417.2
4053,Zeeshan Siddique,India,SOUTH ASIA,Start,1102747673,1417.2
4054,Abbas Siddiqui,India,SOUTH ASIA,Start,1115361393,1417.2
4055,Onkar Singh Lakhawat,India,SOUTH ASIA,C,1115539186,1417.2
4056,Binod Kumar Singh,India,SOUTH ASIA,Stub,1106068967,1417.2
4057,Master Gurbanta Singh,India,SOUTH ASIA,C,1113617983,1417.2
4058,Nirmal Singh (judge),India,SOUTH ASIA,Start,1100593969,1417.2
4059,Ram Ratan Singh,India,SOUTH ASIA,Stub,1113692656,1417.2
4060,Sadanand Singh,India,SOUTH ASIA,Stub,1113844073,1417.2
4061,Samarpal Singh,India,SOUTH ASIA,Start,1108035102,1417.2
4062,Shyam Bahadur Singh,India,SOUTH ASIA,Stub,1096050782,1417.2
4063,Vijay Kumar Singh (Bihar),India,SOUTH ASIA,Stub,1090457971,1417.2
4064,Sumita Sinha,India,SOUTH ASIA,Stub,1096051052,1417.2
4065,V. P. Sivasubramani,India,SOUTH ASIA,Stub,1110651026,1417.2
4066,Achhelal Sonkar,India,SOUTH ASIA,Stub,1034062987,1417.2
4067,M. K. Stalin,India,SOUTH ASIA,GA,1115522249,1417.2
4068,Sunder Sham Arora,India,SOUTH ASIA,Stub,1101188962,1417.2
4069,Suresh Kumar Routray,India,SOUTH ASIA,Start,1112193527,1417.2
4070,Surinder Pal Singh Sibia,India,SOUTH ASIA,Stub,1096051156,1417.2
4071,Sushil Kumar Rinku,India,SOUTH ASIA,Stub,1101188980,1417.2
4072,Mulla Abdullabhai Taherali,India,SOUTH ASIA,Start,1111420550,1417.2
4073,Jagdev Singh Talwandi,India,SOUTH ASIA,C,1111937631,1417.2
4074,Ranjit Singh Talwandi,India,SOUTH ASIA,Start,1113540752,1417.2
4075,F. R. D. Thakor,India,SOUTH ASIA,Start,1111422434,1417.2
4076,Thamizhachi Thangapandian,India,SOUTH ASIA,C,1112412666,1417.2
4077,Skariah Thomas,India,SOUTH ASIA,Start,1111432022,1417.2
4078,Rakesh Tikait,India,SOUTH ASIA,Start,1114598928,1417.2
4079,B. P. Tiwari,India,SOUTH ASIA,B,1113574172,1417.2
4080,Kuldeep Singh Vaid,India,SOUTH ASIA,Start,1089709962,1417.2
4081,Bhagya Reddy Varma,India,SOUTH ASIA,Start,1108995429,1417.2
4082,Thiru Sri Thiagu Vayakkarar,India,SOUTH ASIA,Stub,1096824131,1417.2
4083,Vindhya (actress),India,SOUTH ASIA,C,1111786109,1417.2
4084,M. L. Vishwakarma,India,SOUTH ASIA,Start,1111442579,1417.2
4085,Burhan Abdurahman,Indonesia,SOUTHEAST ASIA,Stub,1099307042,275.5
4086,Rais Abin,Indonesia,SOUTHEAST ASIA,GA,1102954021,275.5
4087,Amris,Indonesia,SOUTHEAST ASIA,Stub,1098436275,275.5
4088,Anang Hermansyah,Indonesia,SOUTHEAST ASIA,C,1099712720,275.5
4089,Andrei Angouw,Indonesia,SOUTHEAST ASIA,GA,1075553463,275.5
4090,Bustanil Arifin,Indonesia,SOUTHEAST ASIA,Stub,1094750496,275.5
4091,Wiranto Arismunandar,Indonesia,SOUTHEAST ASIA,C,1104361091,275.5
4092,Ahmad Azhary,Indonesia,SOUTHEAST ASIA,Start,1064597688,275.5
4093,Joop Ave,Indonesia,SOUTHEAST ASIA,Start,1102311720,275.5
4094,Antasari Azhar,Indonesia,SOUTHEAST ASIA,C,1097046488,275.5
4095,Kuryana Azis,Indonesia,SOUTHEAST ASIA,Stub,1103013525,275.5
4096,B.M. Diah,Indonesia,SOUTHEAST ASIA,C,1095986048,275.5
4097,Basyir Bachtiar,Indonesia,SOUTHEAST ASIA,Stub,1061228667,275.5
4098,Justika Baharsjah,Indonesia,SOUTHEAST ASIA,Stub,1016221472,275.5
4099,Abu Bakar (Indonesian politician),Indonesia,SOUTHEAST ASIA,Stub,1108504597,275.5
4100,Bambang Kesowo,Indonesia,SOUTHEAST ASIA,Start,1069174954,275.5
4101,Faisal Basri,Indonesia,SOUTHEAST ASIA,Stub,939654481,275.5
4102,Novel Baswedan,Indonesia,SOUTHEAST ASIA,C,1111081724,275.5
4103,Mustofa Bisri,Indonesia,SOUTHEAST ASIA,Start,1096901028,275.5
4104,Bonifasius Belawan Geh,Indonesia,SOUTHEAST ASIA,C,1095263820,275.5
4105,Manuel Carrascalão,Indonesia,SOUTHEAST ASIA,Start,1071880738,275.5
4106,Dewa Cawu,Indonesia,SOUTHEAST ASIA,Start,1101642640,275.5
4107,P. F. Dahler,Indonesia,SOUTHEAST ASIA,C,1095339677,275.5
4108,Omar Dhani,Indonesia,SOUTHEAST ASIA,Start,1100832142,275.5
4109,Daryatmo,Indonesia,SOUTHEAST ASIA,Start,1091440276,275.5
4110,H. S. Dillon,Indonesia,SOUTHEAST ASIA,Start,1115070055,275.5
4111,Eros Djarot,Indonesia,SOUTHEAST ASIA,C,1084313830,275.5
4112,Djumhana Wiriaatmadja,Indonesia,SOUTHEAST ASIA,GA,1087774083,275.5
4113,Alue Dohong,Indonesia,SOUTHEAST ASIA,Start,1085273847,275.5
4114,Ernest Douwes Dekker,Indonesia,SOUTHEAST ASIA,C,1104198852,275.5
4115,Rustam Effendi,Indonesia,SOUTHEAST ASIA,C,1089099719,275.5
4116,Rahmah el Yunusiyah,Indonesia,SOUTHEAST ASIA,GA,1110531364,275.5
4117,Fachrul Baraqbah,Indonesia,SOUTHEAST ASIA,GA,1095122467,275.5
4118,Fadeli,Indonesia,SOUTHEAST ASIA,Stub,1098425390,275.5
4119,Abdul Malik Fadjar,Indonesia,SOUTHEAST ASIA,Stub,1055090382,275.5
4120,Governor of Bangka Belitung Islands,Indonesia,SOUTHEAST ASIA,Stub,1097027021,275.5
4121,Yairus Gwijangge,Indonesia,SOUTHEAST ASIA,Stub,1101922982,275.5
4122,Zukhriatul Hafizah Muhammad,Indonesia,SOUTHEAST ASIA,Start,1112742172,275.5
4123,Nurdin Halid,Indonesia,SOUTHEAST ASIA,C,1088639270,275.5
4124,Syarif Hamid II of Pontianak,Indonesia,SOUTHEAST ASIA,C,1095647077,275.5
4125,Syarwan Hamid,Indonesia,SOUTHEAST ASIA,Stub,1100353999,275.5
4126,Mulfachri Harahap,Indonesia,SOUTHEAST ASIA,Stub,1003492873,275.5
4127,Hasan Basry,Indonesia,SOUTHEAST ASIA,C,1100268334,275.5
4128,Albert Hasibuan,Indonesia,SOUTHEAST ASIA,Stub,1108923686,275.5
4129,Diaz Hendropriyono,Indonesia,SOUTHEAST ASIA,Stub,1025513399,275.5
4130,Hilman Djajadiningrat,Indonesia,SOUTHEAST ASIA,C,1115549060,275.5
4131,Helmud Hontong,Indonesia,SOUTHEAST ASIA,GA,1102733120,275.5
4132,Rasimah Ismail,Indonesia,SOUTHEAST ASIA,Stub,930836119,275.5
4133,Herman Johannes,Indonesia,SOUTHEAST ASIA,C,1069680657,275.5
4134,John Djopari,Indonesia,SOUTHEAST ASIA,Start,1099316435,275.5
4135,S. Kabo,Indonesia,SOUTHEAST ASIA,Stub,1052074435,275.5
4136,Zulkarnain Karim,Indonesia,SOUTHEAST ASIA,Stub,1106838661,275.5
4137,Bahlil Lahadalia,Indonesia,SOUTHEAST ASIA,C,1096972055,275.5
4138,Liem Koen Hian,Indonesia,SOUTHEAST ASIA,C,1077769147,275.5
4139,Andi Alfian Mallarangeng,Indonesia,SOUTHEAST ASIA,Start,1089188531,275.5
4140,Ben Mang Reng Say,Indonesia,SOUTHEAST ASIA,C,1078358755,275.5
4141,Gatot Mangkoepradja,Indonesia,SOUTHEAST ASIA,Stub,1095352960,275.5
4142,Kuntoro Mangkusubroto,Indonesia,SOUTHEAST ASIA,Start,1046359731,275.5
4143,Abdul Latif Daeng Masikki,Indonesia,SOUTHEAST ASIA,Stub,1049838767,275.5
4144,Adjie Massaid,Indonesia,SOUTHEAST ASIA,Start,1113409072,275.5
4145,Alimuddin Daeng Matiro,Indonesia,SOUTHEAST ASIA,Stub,1049838847,275.5
4146,Mohamad Isa,Indonesia,SOUTHEAST ASIA,GA,1097052642,275.5
4147,Herman Monim,Indonesia,SOUTHEAST ASIA,Start,1066805579,275.5
4148,Burhan Muhammad,Indonesia,SOUTHEAST ASIA,Stub,1063404014,275.5
4149,Farouk Muhammad,Indonesia,SOUTHEAST ASIA,Stub,1098835847,275.5
4150,Ali Masykur Musa,Indonesia,SOUTHEAST ASIA,Start,1063399683,275.5
4151,Hasyim Muzadi,Indonesia,SOUTHEAST ASIA,GA,1072922132,275.5
4152,Abi Kusno Nachran,Indonesia,SOUTHEAST ASIA,Start,1063403183,275.5
4153,Rustam Effendy Nainggolan,Indonesia,SOUTHEAST ASIA,Start,1049059147,275.5
4154,Muhammad Nazar,Indonesia,SOUTHEAST ASIA,Stub,992150436,275.5
4155,Ngitung,Indonesia,SOUTHEAST ASIA,Stub,901722698,275.5
4156,Ramses Ohee,Indonesia,SOUTHEAST ASIA,GA,1096782591,275.5
4157,Panusunan Pasaribu,Indonesia,SOUTHEAST ASIA,Start,1107533136,275.5
4158,Julian Aldrin Pasha,Indonesia,SOUTHEAST ASIA,Stub,1025723291,275.5
4159,Poedjono Pranyoto,Indonesia,SOUTHEAST ASIA,GA,1101575086,275.5
4160,Prijono,Indonesia,SOUTHEAST ASIA,C,1085683318,275.5
4161,Anthony Winza Probowo,Indonesia,SOUTHEAST ASIA,C,1104560182,275.5
4162,I Gusti Ketut Pudja,Indonesia,SOUTHEAST ASIA,GA,1108931157,275.5
4163,Tedjo Edhy Purdijatno,Indonesia,SOUTHEAST ASIA,Start,1113174460,275.5
4164,Ridwan Suwidi,Indonesia,SOUTHEAST ASIA,Stub,1073107544,275.5
4165,Sa'duddin,Indonesia,SOUTHEAST ASIA,Start,1098426619,275.5
4166,Ahmad Ridha Sabana,Indonesia,SOUTHEAST ASIA,Start,1108576169,275.5
4167,Hari Sabarno,Indonesia,SOUTHEAST ASIA,Start,1106838713,275.5
4168,Bambang Santoso,Indonesia,SOUTHEAST ASIA,Start,1089472187,275.5
4169,Sidik Djojosukarto,Indonesia,SOUTHEAST ASIA,GA,1096392078,275.5
4170,Sudi Silalahi,Indonesia,SOUTHEAST ASIA,Start,1103540330,275.5
4171,W. T. P. Simarmata,Indonesia,SOUTHEAST ASIA,Stub,1100676941,275.5
4172,Mahadi Sinambela,Indonesia,SOUTHEAST ASIA,Stub,1106829598,275.5
4173,Mooryati Soedibyo,Indonesia,SOUTHEAST ASIA,Start,1085297344,275.5
4174,Soerjadi Soedirdja,Indonesia,SOUTHEAST ASIA,Stub,1077290298,275.5
4175,Soegiono,Indonesia,SOUTHEAST ASIA,Stub,1015211738,275.5
4176,Tjokorda Gde Raka Soekawati,Indonesia,SOUTHEAST ASIA,Start,1098075313,275.5
4177,Soemarno Sosroatmodjo,Indonesia,SOUTHEAST ASIA,Stub,1106486056,275.5
4178,Max Sopacua,Indonesia,SOUTHEAST ASIA,Stub,1098806848,275.5
4179,Sarifuddin Sudding,Indonesia,SOUTHEAST ASIA,Stub,1089760765,275.5
4180,Sukarni,Indonesia,SOUTHEAST ASIA,GA,1098589729,275.5
4181,Sukmawati Sukarnoputri,Indonesia,SOUTHEAST ASIA,C,1112923693,275.5
4182,Tjokorda Ngurah Wim Sukawati,Indonesia,SOUTHEAST ASIA,Start,1027765907,275.5
4183,Sukiman (regent),Indonesia,SOUTHEAST ASIA,Stub,1096320949,275.5
4184,Ibnu Sutowo,Indonesia,SOUTHEAST ASIA,GA,1111415805,275.5
4185,Syamsuddin Mahmud,Indonesia,SOUTHEAST ASIA,C,1111614888,275.5
4186,Charles Tambu,Indonesia,SOUTHEAST ASIA,Stub,1089151622,275.5
4187,Abdul Sajid Tamrin,Indonesia,SOUTHEAST ASIA,Stub,1088569372,275.5
4188,Jan Engelbert Tatengkeng,Indonesia,SOUTHEAST ASIA,Start,1063395891,275.5
4189,Frans Tutuhatunewa,Indonesia,SOUTHEAST ASIA,Stub,994017808,275.5
4190,A. Wahab,Indonesia,SOUTHEAST ASIA,Stub,925557257,275.5
4191,John Wattilete,Indonesia,SOUTHEAST ASIA,Start,1090960854,275.5
4192,Erna Witoelar,Indonesia,SOUTHEAST ASIA,Stub,1106103776,275.5
4193,Yansen Tipa Padan,Indonesia,SOUTHEAST ASIA,Stub,1080765579,275.5
4194,Z.A. Ahmad (Indonesian politician),Indonesia,SOUTHEAST ASIA,Stub,1050037853,275.5
4195,Achmad Rizal Zakaria,Indonesia,SOUTHEAST ASIA,Stub,1098843914,275.5
4196,Manuel Carrascalão,Timor-Leste,SOUTHEAST ASIA,Start,1071880738,1.3
4197,Aliança de Araújo,Timor-Leste,SOUTHEAST ASIA,Start,1059363091,1.3
4198,María do Céu,Timor-Leste,SOUTHEAST ASIA,Start,1112159193,1.3
4199,Brigida Antónia Correia,Timor-Leste,SOUTHEAST ASIA,Start,1059174694,1.3
4200,Isabel da Costa Ferreira,Timor-Leste,SOUTHEAST ASIA,C,1112773533,1.3
4201,Albina Marçal Freitas,Timor-Leste,SOUTHEAST ASIA,Start,1112274488,1.3
4202,Ángela Freitas,Timor-Leste,SOUTHEAST ASIA,Start,1085081003,1.3
4203,Justino Mota,Timor-Leste,SOUTHEAST ASIA,Start,1099899758,1.3
4204,Maria da Paixão da Costa,Timor-Leste,SOUTHEAST ASIA,Stub,1076208477,1.3
4205,Olinda Morais,Timor-Leste,SOUTHEAST ASIA,Start,1009671491,1.3
4206,Manuel Magalhaes de Oliveira,Timor-Leste,SOUTHEAST ASIA,Stub,982569489,1.3
4207,Alfredo Pires,Timor-Leste,SOUTHEAST ASIA,Stub,1082511668,1.3
4208,Nino Konis Santana,Timor-Leste,SOUTHEAST ASIA,Stub,1080700969,1.3
4209,José Abílio Osório Soares,Timor-Leste,SOUTHEAST ASIA,Start,1112065021,1.3
4210,João da Costa Tavares,Timor-Leste,SOUTHEAST ASIA,C,1095266698,1.3
4211,Mário Viegas Carrascalão,Timor-Leste,SOUTHEAST ASIA,C,1072430980,1.3
4212,Maria Terezinha Viegas,Timor-Leste,SOUTHEAST ASIA,Start,1112159660,1.3
4213,P. F. Dahler,Netherlands,WESTERN EUROPE,C,1095339677,17.7
4214,Igram van Achelen,Netherlands,WESTERN EUROPE,Stub,1068782309,17.7
4215,Charetti America-Francisca,Netherlands,WESTERN EUROPE,Start,1099607334,17.7
4216,Vic Bonke,Netherlands,WESTERN EUROPE,Stub,1107608633,17.7
4217,Marianne Burgman,Netherlands,WESTERN EUROPE,Start,1101574965,17.7
4218,Dirck Coornhert,Netherlands,WESTERN EUROPE,C,1095667704,17.7
4219,Fred Dekker (politician),Netherlands,WESTERN EUROPE,Stub,1062551798,17.7
4220,Jan Dijkema,Netherlands,WESTERN EUROPE,Start,1098992494,17.7
4221,Jeanne Fortanier-de Wit,Netherlands,WESTERN EUROPE,Stub,1059113335,17.7
4222,Jan Geersing,Netherlands,WESTERN EUROPE,C,1110877576,17.7
4223,Leon Geurts,Netherlands,WESTERN EUROPE,Stub,1090785915,17.7
4224,Cornelis de Gijselaar,Netherlands,WESTERN EUROPE,Start,984321838,17.7
4225,Alexander Gogel,Netherlands,WESTERN EUROPE,C,1056614133,17.7
4226,Sicco van Goslinga,Netherlands,WESTERN EUROPE,C,1090880662,17.7
4227,Hugo Grotius,Netherlands,WESTERN EUROPE,C,1110845841,17.7
4228,Tsjalling Hiddes Halbertsma,Netherlands,WESTERN EUROPE,GA,1110513709,17.7
4229,Dick de Hoog,Netherlands,WESTERN EUROPE,C,1088072022,17.7
4230,Mien van Itallie-Van Embden,Netherlands,WESTERN EUROPE,Start,1092931690,17.7
4231,"Jacob van den Eynde, Governor of Woerden",Netherlands,WESTERN EUROPE,C,1068845831,17.7
4232,Ehsan Jami,Netherlands,WESTERN EUROPE,C,1106276053,17.7
4233,Allart Pieter van Jongestall,Netherlands,WESTERN EUROPE,GA,1096414908,17.7
4234,Fridolin Marinus Knobel,Netherlands,WESTERN EUROPE,Start,1023804370,17.7
4235,Martin Konings,Netherlands,WESTERN EUROPE,Stub,1112164477,17.7
4236,Theodorus van Kooten,Netherlands,WESTERN EUROPE,Stub,1052740212,17.7
4237,Jan Krajenbrink,Netherlands,WESTERN EUROPE,Stub,1104399014,17.7
4238,Jan ter Laan,Netherlands,WESTERN EUROPE,Start,1068846473,17.7
4239,Reinier van Lanschot,Netherlands,WESTERN EUROPE,C,1109042647,17.7
4240,Elbertus Leoninus,Netherlands,WESTERN EUROPE,C,1096417753,17.7
4241,"Leopold Karel, Count of Limburg Stirum",Netherlands,WESTERN EUROPE,Start,1106865567,17.7
4242,Taco Ludigman,Netherlands,WESTERN EUROPE,Stub,970584944,17.7
4243,Pieter Daniël Eugenius MacPherson,Netherlands,WESTERN EUROPE,Stub,955584741,17.7
4244,"Toine Manders (politician, born 1969)",Netherlands,WESTERN EUROPE,Stub,1076174326,17.7
4245,Henri Marchant,Netherlands,WESTERN EUROPE,Start,1092749754,17.7
4246,Durk van der Mei,Netherlands,WESTERN EUROPE,Stub,1113277095,17.7
4247,Sergej Moleveld,Netherlands,WESTERN EUROPE,Stub,1094280379,17.7
4248,William Moorlag,Netherlands,WESTERN EUROPE,Stub,1047584380,17.7
4249,Pieter Paulus,Netherlands,WESTERN EUROPE,B,933612093,17.7
4250,André Peperkoorn,Netherlands,WESTERN EUROPE,Start,1032718670,17.7
4251,Grace Schneiders-Howard,Netherlands,WESTERN EUROPE,GA,1095800611,17.7
4252,Apollonius Schotte,Netherlands,WESTERN EUROPE,Stub,1032311861,17.7
4253,Fedde Schurer,Netherlands,WESTERN EUROPE,B,1089197423,17.7
4254,Florens van der Spek,Netherlands,WESTERN EUROPE,Start,1111908414,17.7
4255,Victor de Stuers,Netherlands,WESTERN EUROPE,C,1096429041,17.7
4256,Cornelis van Aarsens,Netherlands,WESTERN EUROPE,Start,1023030987,17.7
4257,Hugo van den Eynde,Netherlands,WESTERN EUROPE,Start,1096420142,17.7
4258,Viglius,Netherlands,WESTERN EUROPE,Start,1096429102,17.7
4259,Rudi Vis,Netherlands,WESTERN EUROPE,Start,1074946503,17.7
4260,Anton August van Vloten,Netherlands,WESTERN EUROPE,Start,1113565390,17.7
4261,Pieter Vreede,Netherlands,WESTERN EUROPE,Start,1094968550,17.7
4262,Steef Weijers,Netherlands,WESTERN EUROPE,Stub,1099981628,17.7
4263,Christine Wttewaall van Stoetwegen,Netherlands,WESTERN EUROPE,Stub,1077665112,17.7
4264,Abbas Ali Akhtari,Iran,SOUTH ASIA,Start,1080599135,88.6
4265,Alireza Abbasi,Iran,SOUTH ASIA,Start,1114766972,88.6
4266,Ali Agha-Mohammadi,Iran,SOUTH ASIA,Stub,1112736369,88.6
4267,Ahmad Ali Moghimi,Iran,SOUTH ASIA,Stub,1107510446,88.6
4268,Aghapour Alishahi,Iran,SOUTH ASIA,Start,1084147600,88.6
4269,Mohammad Ali Asfanani,Iran,SOUTH ASIA,Stub,1101619032,88.6
4270,Mojtaba Bakhshipour,Iran,SOUTH ASIA,Start,1114779852,88.6
4271,Mousa Chegini,Iran,SOUTH ASIA,Stub,1064387673,88.6
4272,Mahmudali Chehregani,Iran,SOUTH ASIA,C,1105475919,88.6
4273,Habibollah Dahmardeh,Iran,SOUTH ASIA,Stub,1113777811,88.6
4274,Farhad Dejpasand,Iran,SOUTH ASIA,Stub,1096326366,88.6
4275,Nasr al-Din (Yunnan),Iran,SOUTH ASIA,C,1095757526,88.6
4276,Esfandiar Ekhtiyari,Iran,SOUTH ASIA,GA,1113483101,88.6
4277,Naeimeh Eshraghi,Iran,SOUTH ASIA,Start,1110378559,88.6
4278,Roozbeh Farahanipour,Iran,SOUTH ASIA,Start,1109336712,88.6
4279,Sohrab Gilani,Iran,SOUTH ASIA,Start,1098114266,88.6
4280,Fereidon Hasanvand,Iran,SOUTH ASIA,Stub,1079997479,88.6
4281,Seyed Zia Hashemi,Iran,SOUTH ASIA,Stub,1085406495,88.6
4282,Heshmatollah Falahatpishe,Iran,SOUTH ASIA,Start,1112886244,88.6
4283,Heydar Latifiyan,Iran,SOUTH ASIA,GA,1109780388,88.6
4284,Amir Hossein Jahanshahi,Iran,SOUTH ASIA,C,1108533914,88.6
4285,Jalal ed-Din Amir Chakhmaq Shami,Iran,SOUTH ASIA,Stub,985139372,88.6
4286,Yadollah Javani,Iran,SOUTH ASIA,Start,1038390832,88.6
4287,Roohallah Jomei,Iran,SOUTH ASIA,C,1112885752,88.6
4288,Hamid Kahram,Iran,SOUTH ASIA,Stub,1105535531,88.6
4289,Mohammad Reza Kalaei,Iran,SOUTH ASIA,C,1060452024,88.6
4290,Mohammad Khamenei,Iran,SOUTH ASIA,C,1086379208,88.6
4291,Kazem Khavazi,Iran,SOUTH ASIA,Stub,1081519220,88.6
4292,Ensieh Khazali,Iran,SOUTH ASIA,Stub,1113408053,88.6
4293,Mehrdad Khonsari,Iran,SOUTH ASIA,C,1109501844,88.6
4294,Mohammad-Hossein Khoshvaght,Iran,SOUTH ASIA,Stub,904994298,88.6
4295,Meysam Latifi,Iran,SOUTH ASIA,Stub,1100968096,88.6
4296,Mohammed Sharif Malekzadeh,Iran,SOUTH ASIA,Start,1115443619,88.6
4297,Hadi Manafi,Iran,SOUTH ASIA,Stub,1114470303,88.6
4298,Ahmad Masoumifar,Iran,SOUTH ASIA,Stub,1096877809,88.6
4299,Ebrahim Matinian,Iran,SOUTH ASIA,Start,1053545750,88.6
4300,Seyed Mostafa Mir-Shafiei,Iran,SOUTH ASIA,Stub,1063806334,88.6
4301,Mohammad Ashouri Taziani,Iran,SOUTH ASIA,Stub,1096365535,88.6
4302,Mohammad Faghie,Iran,SOUTH ASIA,Stub,1095731005,88.6
4303,Mohammad Hadi Nejad Hosseinian,Iran,SOUTH ASIA,Stub,1112459525,88.6
4304,Mohammad Reza Mokhber Dezfouli,Iran,SOUTH ASIA,Stub,1064893227,88.6
4305,Mohammad Saleh Meftah,Iran,SOUTH ASIA,C,1113597047,88.6
4306,Mohammad Shahcheraghi,Iran,SOUTH ASIA,C,1096983521,88.6
4307,Mohammad-Hadi Abdekhodaei,Iran,SOUTH ASIA,Start,1107714938,88.6
4308,Amir Mohebbian,Iran,SOUTH ASIA,Start,1112886314,88.6
4309,Mohammad Mojabi,Iran,SOUTH ASIA,Stub,1024451751,88.6
4310,Mohammad Mokhber,Iran,SOUTH ASIA,Start,1112732318,88.6
4311,Mostafa Mesbahzadeh,Iran,SOUTH ASIA,C,1114511925,88.6
4312,Rasoul Movahedian,Iran,SOUTH ASIA,Stub,1105642870,88.6
4313,Majid Naseri Nejad,Iran,SOUTH ASIA,Start,1032145568,88.6
4314,Ali Mohammad Noorian,Iran,SOUTH ASIA,Stub,1067103108,88.6
4315,Ghodratollah Norouzi,Iran,SOUTH ASIA,Stub,1092905193,88.6
4316,Reza Nouri,Iran,SOUTH ASIA,C,1079920602,88.6
4317,Ali Asqar Peyvandi,Iran,SOUTH ASIA,Stub,1027468773,88.6
4318,Qasem Saedi,Iran,SOUTH ASIA,Start,1038022012,88.6
4319,Safdar Rahmat Abadi,Iran,SOUTH ASIA,Stub,1096417344,88.6
4320,Valiollah Rostaminejad,Iran,SOUTH ASIA,Stub,905601335,88.6
